"","YEAR","POS","PLAYER","YDS.DRV","DRV.ACC","GIR","PP.GIR","EAGLE","BIRDIE","PARS","BOGEY","DBL.","TO.PAR","TO.PAR_","POS_","Marks","PTS"
"454",2012,"T13","United StatesChris Stroud",296.1,64.3,59.7,1.721,0,13,50,7,2,"-2",-2,13,72,64.5
"455",2012,"T13","United StatesKyle Reifers",295.3,53.6,63.9,1.739,1,11,49,11,0,"-2",-2,13,72,66
"456",2012,"T19","South AfricaLouis Oosthuizen",292,57.1,63.9,1.804,1,11,49,10,1,"-1",-1,19,72,64.5
"457",2012,"T19","United StatesRoberto Castro",303.6,71.4,69.4,1.82,0,12,50,9,1,"-1",-1,19,72,60.5
"458",2012,"T19","AustraliaGeoff Ogilvy",294.5,48.2,62.5,1.822,0,9,56,6,1,"-1",-1,19,72,56
"459",2012,"T19","South AfricaTrevor Immelman",291.9,46.4,63.9,1.804,0,12,49,11,0,"-1",-1,19,72,60
"460",2012,"T19","South AfricaTim Clark",280.9,66.1,72.2,1.769,0,15,46,9,1,"-1",-1,19,71,67.5
"461",2012,"T19","United StatesTom Gillis",294.7,50,68.1,1.755,0,14,48,9,0,"-1",-1,19,71,66.5
"462",2012,"T19","United StatesBo Van Pelt",307.5,55.4,72.2,1.846,0,14,46,11,1,"-1",-1,19,72,63.5
"463",2012,"T26","United StatesRyan Moore",288.1,55.4,65.3,1.872,0,11,50,11,0,"E",0,26,72,55.5
"464",2012,"T26","SwedenCarl Pettersson",297.8,50,59.7,1.767,0,13,48,9,2,"E",0,26,72,59.5
"465",2012,"T26","United StatesKen Duke",292.5,64.3,65.3,1.723,0,15,43,13,1,"E",0,26,72,62
"466",2012,"T26","United StatesMatt Kuchar",293.8,66.1,63.9,1.848,0,10,53,8,1,"E",0,26,72,54.5
"467",2012,"T26","United StatesMartin Flores",302.2,48.2,54.2,1.744,1,12,46,12,1,"E",0,26,72,63
"468",2012,"T31","South KoreaY.E. Yang",289.6,48.2,59.7,1.721,0,16,42,11,3,"1",1,31,72,62.5
"469",2012,"T31","South KoreaSeung-Yul Noh",297.1,58.9,62.5,1.844,0,10,52,9,1,"1",1,31,72,52.5
"470",2012,"T31","United StatesCorey Pavin",243.1,66.1,56.9,1.732,0,14,44,13,1,"1",1,31,72,58.5
"471",2012,"T31","United StatesBryce Molder",293.5,62.5,61.1,1.773,0,12,48,11,1,"1",1,31,72,55.5
"472",2012,"T31","United StatesBoo Weekley",307.8,51.8,65.3,1.745,0,12,48,11,1,"1",1,31,72,55.5
"473",2012,"T31","EnglandGreg Owen",292.6,57.1,63.9,1.739,0,18,37,15,2,"1",1,31,72,65
"474",2012,"T37","AustraliaJohn Senden",309.1,51.8,63.9,1.783,0,12,49,8,3,"2",2,37,72,55.5
"475",2012,"T37","United StatesHunter Mahan",303,57.1,68.1,1.939,0,8,54,10,0,"2",2,37,72,48
"476",2012,"T37","South KoreaSung Kang",300.5,57.1,59.7,1.791,1,9,50,11,1,"2",2,37,72,55.5
"477",2012,"T37","United StatesJ.J. Killeen",299.4,46.4,56.9,1.829,0,9,53,9,1,"2",2,37,72,50
"478",2012,"T41","ZimbabweBrendon de Jonge",296.6,58.9,72.2,1.885,0,8,53,11,0,"3",3,41,72,46
"479",2012,"T41","United StatesKevin Chappell",294.7,53.6,65.3,1.894,0,10,49,13,0,"3",3,41,72,49
"480",2012,"T41","South KoreaCharlie Wi",294.4,57.1,58.3,1.833,0,10,50,11,1,"3",3,41,72,49.5
"481",2012,"T41","United StatesBrandt Jobe",300.7,71.4,66.7,1.75,0,14,45,9,4,"3",3,41,72,57
"482",2012,"T41","United StatesChad Campbell",290,51.8,70.8,1.843,0,9,51,12,0,"3",3,41,72,47.5
"483",2012,"T41","United StatesJohn Daly",308,33.9,58.3,1.69,0,13,45,12,2,"3",3,41,72,54.5
"484",2012,"T47","United StatesChris DiMarco",286.9,60.7,54.2,1.692,0,14,41,16,1,"4",4,47,72,54.5
"485",2012,"T47","AustraliaGreg Chalmers",288.6,58.9,66.7,1.917,1,9,48,13,1,"4",4,47,72,52.5
"486",2012,"T47","SlovakiaRory Sabbatini",292.5,53.6,65.3,1.809,0,11,50,8,2,"4",4,47,71,53
"487",2012,"T47","FijiVijay Singh",307.8,62.5,68.1,1.837,0,15,41,13,3,"4",4,47,72,57
"488",2012,"T47","United StatesJohn Mallinger",288.2,73.2,59.7,1.814,0,11,50,9,0,"4",4,47,70,54.5
"489",2012,"T47","United StatesMichael Thompson",288.4,57.1,55.6,1.775,1,10,49,8,4,"4",4,47,72,55.5
"490",2012,"T47","United StatesBlake Adams",288.8,66.1,62.5,1.8,0,14,44,10,4,"4",4,47,72,56
"491",2012,"T47","United StatesWill Claxton",297.7,51.8,61.1,1.795,1,9,49,11,2,"4",4,47,72,53
"492",2012,"T55","United StatesDavid Mathis",280.5,60.7,63.9,1.717,0,14,44,10,3,"5",5,55,71,56
"493",2012,"T55","United StatesBill Haas",295.1,62.5,56.9,1.854,0,13,43,14,2,"5",5,55,72,51.5
"494",2012,"T57","United StatesJason Bohn",285.2,53.6,52.8,1.842,0,9,49,13,1,"6",6,57,72,44
"495",2012,"T57","United StatesJerry Kelly",276.5,64.3,63.9,1.804,0,12,46,10,4,"6",6,57,72,50
"496",2012,"T57","United StatesJosh Teater",295.8,50,51.4,1.703,0,12,44,14,2,"6",6,57,72,49
"497",2012,"T57","United StatesKris Blanks",290.5,64.3,61.1,1.818,0,11,49,9,1,"6",6,57,70,52
"498",2012,"T57","AustraliaMarc Leishman",287,58.9,56.9,1.854,0,10,46,16,0,"6",6,57,72,45
"499",2012,"T57","United StatesKelly Kraft",296.8,39.3,62.5,1.689,1,12,45,9,4,"6",6,57,71,58
"500",2012,"T63","United StatesWilliam McGirt",282.3,41.1,59.7,1.814,1,9,45,16,1,"7",7,63,72,48.5
"501",2012,"T63","AustraliaAaron Baddeley",306.6,53.6,48.6,1.743,0,13,39,20,0,"7",7,63,72,48.5
"502",2012,"T63","United StatesPat Perez",282.3,51.8,56.9,1.829,0,14,43,12,2,"7",7,63,71,55.5
"503",2012,"T66","United StatesMark Wilson",282.1,67.9,58.3,1.786,0,11,43,17,1,"8",8,66,72,45
"504",2012,"T66","ArgentinaMiguel Angel Carballo",299,51.8,58.3,1.833,0,8,49,14,1,"8",8,66,72,40.5
"505",2012,"T66","ArgentinaAndres Romero",304.1,48.2,52.8,1.711,1,12,39,18,2,"8",8,66,72,52.5
"506",2012,"T66","United StatesBobby Gates",295.1,64.3,61.1,1.864,0,10,49,10,2,"8",8,66,71,47.5
"507",2012,"T70","EnglandGary Christian",290,58.9,55.6,1.75,0,14,38,17,3,"9",9,70,72,49.5
"508",2012,"T70","United StatesGeorge McNeill",290.1,55.4,56.9,1.732,0,14,38,17,3,"9",9,70,72,49.5
"509",2012,"72","United StatesNick Watney",310.4,55.4,62.5,1.956,1,12,40,14,5,"10",10,72,72,52
"510",2011,"1","United StatesDavid Toms",299.1,67.9,72.2,1.577,1,20,45,5,1,"-15",-15,1,72,117
"511",2011,"2","South KoreaCharlie Wi",289.9,57.1,66.7,1.625,0,20,46,6,0,"-14",-14,2,72,100
"512",2011,"3","United StatesBo Van Pelt",294.1,44.6,69.4,1.6,1,20,40,10,1,"-10",-10,3,72,100
"513",2011,"4","United StatesZach Johnson",289.8,57.1,65.3,1.702,0,18,45,9,0,"-9",-9,4,72,88
"514",2011,"T5","SwedenRobert Karlsson",293.4,62.5,70.8,1.765,1,14,52,2,3,"-8",-8,5,72,86
"515",2011,"T5","United StatesChez Reavie",306,67.9,72.2,1.673,0,21,39,11,1,"-8",-8,5,72,90
"516",2011,"7","United StatesKevin Stadler",296.7,64.3,77.8,1.75,0,16,48,7,1,"-7",-7,7,72,77.5
"517",2011,"T8","AustraliaJohn Senden",298.8,55.4,68.1,1.755,0,16,46,10,0,"-6",-6,8,72,75
"518",2011,"T8","United StatesBill Haas",304.2,57.1,75,1.759,0,13,52,7,0,"-6",-6,8,72,70.5
"519",2011,"T10","AustraliaRod Pampling",299.9,46.4,61.1,1.682,0,18,42,11,1,"-5",-5,10,72,75.5
"520",2011,"T10","United StatesPaul Goydos",286.8,62.5,68.1,1.755,0,15,47,10,0,"-5",-5,10,72,70.5
"521",2011,"T10","United StatesHunter Mahan",308.2,69.6,76.4,1.745,0,16,46,9,1,"-5",-5,10,72,72.5
"522",2011,"T10","United StatesKevin Streelman",300.6,62.5,70.8,1.765,0,15,47,10,0,"-5",-5,10,72,70.5
"523",2011,"T10","United StatesKris Blanks",291.9,60.7,72.2,1.808,0,13,52,6,1,"-5",-5,10,72,68
"524",2011,"T10","ScotlandMartin Laird",310.1,53.6,61.1,1.705,0,14,49,9,0,"-5",-5,10,72,69
"525",2011,"T16","United StatesBlake Adams",290.5,55.4,61.1,1.682,0,16,44,12,0,"-4",-4,16,72,69
"526",2011,"T16","United StatesChris Kirk",303.4,53.6,65.3,1.809,0,16,45,10,1,"-4",-4,16,72,69.5
"527",2011,"T16","United StatesRickie Fowler",302.9,51.8,69.4,1.66,1,19,38,11,3,"-4",-4,16,72,80.5
"528",2011,"T16","AustraliaSteven Bowditch",314.8,50,68.1,1.673,0,18,40,14,0,"-4",-4,16,72,72
"529",2011,"T16","United StatesSteve Marino",308.3,46.4,59.7,1.721,0,17,43,11,1,"-4",-4,16,72,71
"530",2011,"T16","IndiaArjun Atwal",289.2,46.4,65.3,1.723,0,13,51,7,1,"-4",-4,16,72,65
"531",2011,"T16","United StatesBrandt Snedeker",298.3,53.6,58.3,1.69,1,13,47,11,0,"-4",-4,16,72,70
"532",2011,"T16","United StatesSean O'Hair",302.9,57.1,70.8,1.824,0,16,44,12,0,"-4",-4,16,72,69
"533",2011,"T16","United StatesJosh Teater",310.6,51.8,63.9,1.87,0,12,53,6,1,"-4",-4,16,72,63.5
"534",2011,"T16","SpainSergio Garcia",295,55.4,69.4,1.78,0,14,48,10,0,"-4",-4,16,72,66
"535",2011,"T16","United StatesMatt Kuchar",294.9,58.9,68.1,1.694,0,17,43,11,1,"-4",-4,16,72,71
"536",2011,"T16","AustraliaStuart Appleby",287.4,51.8,63.9,1.739,0,16,47,7,1,"-4",-4,16,71,72
"537",2011,"T16","United StatesStewart Cink",307.1,44.6,59.7,1.674,0,17,43,11,1,"-4",-4,16,72,71
"538",2011,"T16","SlovakiaRory Sabbatini",304.2,51.8,66.7,1.771,0,16,45,10,1,"-4",-4,16,72,69.5
"539",2011,"T16","United StatesD.J. Trahan",295.7,53.6,66.7,1.792,1,15,44,11,1,"-4",-4,16,72,73.5
"540",2011,"T31","United StatesMark Wilson",285.5,66.1,65.3,1.787,0,14,49,7,2,"-3",-3,31,72,63
"541",2011,"T31","GermanyAlex Cejka",288.2,62.5,62.5,1.733,0,14,48,9,1,"-3",-3,31,72,62.5
"542",2011,"T31","SwedenFreddie Jacobson",299.4,64.3,66.7,1.729,0,16,44,11,1,"-3",-3,31,72,65.5
"543",2011,"T31","AustraliaGreg Chalmers",286.5,60.7,56.9,1.683,0,16,46,7,3,"-3",-3,31,72,66.5
"544",2011,"T31","United StatesJim Furyk",289.7,60.7,65.3,1.787,2,12,47,9,2,"-3",-3,31,72,71
"545",2011,"T31","United StatesBrian Gay",277.3,57.1,62.5,1.711,0,17,43,10,2,"-3",-3,31,72,67.5
"546",2011,"T31","AustraliaJason Day",305.4,55.4,66.7,1.875,0,11,54,6,1,"-3",-3,31,72,58
"547",2011,"T31","United StatesRyan Palmer",304.6,48.2,55.6,1.725,0,16,44,11,1,"-3",-3,31,72,65.5
"548",2011,"T31","United StatesWilliam McGirt",292.1,51.8,69.4,1.72,1,15,43,12,1,"-3",-3,31,72,69.5
"549",2011,"T40","United StatesJohn Mallinger",297.1,58.9,58.3,1.738,1,12,48,10,1,"-2",-2,40,72,64
"550",2011,"T40","United StatesLucas Glover",312.1,69.6,70.8,1.765,0,19,39,11,3,"-2",-2,40,72,70
"551",2011,"T40","United StatesTim Petrovic",286,53.6,55.6,1.75,0,12,50,10,0,"-2",-2,40,72,58
"552",2011,"T40","United StatesKevin Na",282.4,44.6,63.9,1.674,0,16,44,10,2,"-2",-2,40,72,65
"553",2011,"T44","SwedenHenrik Stenson",306.5,50,63.9,1.739,0,15,44,12,1,"-1",-1,44,72,61
"554",2011,"T44","United StatesDean Wilson",288.8,58.9,65.3,1.681,0,16,44,10,1,"-1",-1,44,71,65
"555",2011,"T44","AustraliaNathan Green",291.5,55.4,62.5,1.756,0,12,51,7,2,"-1",-1,44,72,57
"556",2011,"T44","United StatesSteve Flesch",286.7,53.6,59.7,1.721,0,13,50,6,3,"-1",-1,44,72,59
"557",2011,"T44","United StatesMichael Bradley",295.7,42.9,65.3,1.787,0,13,48,10,1,"-1",-1,44,72,58
"558",2011,"T44","CanadaDavid Hearn",279.3,62.5,65.3,1.787,0,13,47,12,0,"-1",-1,44,72,57.5
"559",2011,"T44","United StatesBill Lunde",285.9,53.6,62.5,1.844,0,12,49,11,0,"-1",-1,44,72,56
"560",2011,"T44","AustraliaMarc Leishman",299.1,46.4,59.7,1.744,1,14,46,9,1,"-1",-1,44,71,68.5
"561",2011,"T52","United StatesSpencer Levin",287.7,53.6,59.7,1.744,0,11,51,9,1,"E",0,52,72,53
"562",2011,"T52","United StatesKyle Stanley",312.5,53.6,69.4,1.78,0,15,44,11,2,"E",0,52,72,59.5
"563",2011,"T52","United StatesTim Herron",291,69.6,63.9,1.717,0,15,44,12,0,"E",0,52,71,61
"564",2011,"55","United StatesBoo Weekley",297.6,51.8,69.4,1.82,0,11,50,10,1,"1",1,55,72,52
"565",2011,"T56","United StatesJimmy Walker",315.1,39.3,65.3,1.745,0,16,39,16,1,"2",2,56,72,58.5
"566",2011,"T56","United StatesBrandt Jobe",299.8,64.3,69.4,1.82,0,12,47,12,1,"2",2,56,72,52.5
"567",2011,"T56","United StatesChris DiMarco",281,51.8,69.4,1.8,0,11,50,9,2,"2",2,56,72,51.5
"568",2011,"T56","United StatesAnthony Kim",304.5,37.5,54.2,1.641,0,15,42,14,0,"2",2,56,71,59
"569",2011,"T56","ZimbabweBrendon de Jonge",294.5,51.8,61.1,1.75,0,12,46,14,0,"2",2,56,72,52
"570",2011,"T56","United StatesMatt Bettencourt",296.5,51.8,58.3,1.857,0,10,51,10,1,"2",2,56,72,49.5
"571",2011,"T62","United StatesKent Jones",290.6,55.4,62.5,1.756,0,13,46,10,3,"3",3,62,72,54
"572",2011,"T62","United StatesJoe Ogilvie",297.8,46.4,51.4,1.703,0,12,47,12,0,"3",3,62,71,53.5
"573",2011,"T62","United StatesPat Perez",299.9,57.1,61.1,1.773,0,13,43,16,0,"3",3,62,72,52.5
"574",2011,"T65","AustraliaAdam Scott",303.4,58.9,58.3,1.833,0,12,44,16,0,"4",4,65,72,50
"575",2011,"T65","United StatesCameron Tringale",303.2,55.4,59.7,1.907,0,9,51,11,1,"4",4,65,72,46
"576",2011,"T65","United StatesJeff Overton",294.8,44.6,59.7,1.744,0,12,47,10,3,"4",4,65,72,51.5
"577",2011,"68","AustraliaMichael Sim",279.5,51.8,59.7,1.837,0,8,50,13,1,"7",7,68,72,41.5
"578",2011,"69","United StatesMichael Connell",284.6,53.6,58.3,1.857,0,8,49,13,2,"9",9,69,72,40
"579",2011,"70","United StatesDavid Mathis",290.5,48.2,45.8,1.848,0,7,49,15,1,"10",10,70,72,37
